Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Pascal Siakam,PF,26,TOR,36,36,35.3,7.3,16.3,.449,1.3,4.3,.292,6.1,12.0,.505,.487,4.3,5.2,.824,1.8,5.6,7.4,4.8,1.1,0.7,2.1,3.1,20.1
Chris Silva,PF,24,MIA,11,0,7.5,0.8,1.2,.692,0.1,0.1,1.000,0.7,1.1,.667,.731,1.0,1.4,.733,0.6,1.6,2.3,0.5,0.1,0.5,0.8,1.8,2.7
Ben Simmons,PG,24,PHI,38,38,34.0,6.2,11.1,.557,0.1,0.2,.333,6.1,10.8,.562,.561,3.5,5.4,.644,1.8,6.2,7.9,7.5,1.5,0.7,3.7,3.2,15.9
Anfernee Simons,SG,21,POR,38,0,16.9,2.8,6.8,.405,2.1,4.8,.424,0.7,2.0,.360,.556,0.6,0.8,.774,0.2,2.1,2.3,1.5,0.2,0.1,0.8,1.7,8.2
Deividas Sirvydis,SG,20,DET,8,0,1.6,0.1,0.6,.200,0.1,0.6,.200,0.0,0.0,0,.300,0.1,0.3,.500,0.0,0.3,0.3,0.1,0.1,0.0,0.1,0.1,0.5
Alen Smailagić,PF,20,GSW,4,1,3.8,0.5,1.8,.286,0.3,1.0,.250,0.3,0.8,.333,.357,0.0,0.5,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3
Marcus Smart,PG,26,BOS,27,24,31.8,4.1,10.4,.399,2.0,5.7,.346,2.2,4.7,.461,.493,2.7,3.4,.774,0.5,2.5,3.0,5.4,1.5,0.5,1.7,2.4,12.9
Dennis Smith Jr.,PG,23,TOT,19,7,18.4,2.7,6.7,.398,0.9,2.7,.333,1.8,4.1,.442,.465,0.6,0.8,.750,0.6,2.1,2.6,3.5,1.1,0.7,1.2,1.6,6.9
Dennis Smith Jr.,PG,23,NYK,3,0,9.3,0.7,3.3,.200,0.0,1.3,.000,0.7,2.0,.333,.200,1.7,2.0,.833,0.0,0.7,0.7,1.0,1.0,0.0,0.3,1.3,3.0
Dennis Smith Jr.,PG,23,DET,16,7,20.1,3.1,7.4,.415,1.1,2.9,.362,2.0,4.4,.451,.487,0.4,0.6,.700,0.7,2.3,3.0,3.9,1.1,0.9,1.4,1.6,7.6
Ish Smith,PG,32,WAS,19,1,20.6,2.3,6.1,.379,0.3,1.1,.250,2.1,5.1,.406,.401,0.3,0.8,.400,0.5,2.9,3.5,4.7,0.8,0.2,1.0,0.9,5.2
Jalen Smith,PF,20,PHO,15,0,4.4,0.5,1.4,.381,0.1,0.6,.222,0.4,0.8,.500,.429,0.1,0.2,.333,0.3,0.7,1.0,0.1,0.0,0.1,0.2,0.5,1.3
Tony Snell,SG,29,ATL,32,15,19.9,1.9,3.8,.512,1.5,2.6,.566,0.5,1.2,.395,.707,0.1,0.1,1.000,0.4,1.9,2.3,1.4,0.2,0.3,0.4,1.5,5.4
Ray Spalding,C,23,HOU,2,0,9.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,1.0,.000,1.0,1.0,2.0,0.0,0.0,1.0,1.5,1.5,2.0
Cassius Stanley,SG,21,IND,12,0,2.8,0.3,1.3,.267,0.1,0.4,.200,0.3,0.8,.300,.300,0.3,0.4,.800,0.3,0.3,0.7,0.0,0.0,0.2,0.1,0.7,1.1
Lamar Stevens,PF,23,CLE,31,0,13.4,1.7,3.8,.453,0.1,0.6,.150,1.6,3.1,.515,.466,1.0,1.4,.705,0.6,2.1,2.7,0.8,0.5,0.3,0.5,1.4,4.5
Isaiah Stewart,C,19,DET,43,2,18.8,2.7,4.7,.574,0.2,0.4,.412,2.6,4.3,.588,.591,0.7,1.0,.667,2.3,3.6,5.8,0.7,0.5,1.0,0.9,2.4,6.3
Max Strus,SF,24,MIA,24,0,13.8,2.4,5.1,.467,1.5,4.1,.357,0.9,1.0,.917,.611,0.5,0.7,.688,0.1,0.9,1.0,0.5,0.2,0.0,0.2,1.2,6.7
Edmond Sumner,SG,25,IND,31,5,12.1,2.0,4.0,.504,0.6,1.5,.396,1.4,2.4,.573,.581,0.9,1.1,.800,0.4,1.0,1.4,0.5,0.5,0.1,0.8,1.3,5.5
Jae'Sean Tate,SF,25,HOU,45,33,28.5,4.1,8.0,.520,0.7,2.3,.317,3.4,5.6,.602,.566,1.3,1.9,.706,1.9,3.5,5.4,1.9,1.2,0.6,1.2,3.1,10.3
Jayson Tatum,SF,22,BOS,40,40,35.5,9.2,20.5,.450,2.8,7.3,.379,6.5,13.2,.489,.517,3.9,4.5,.862,0.7,6.1,6.8,4.4,1.3,0.5,2.5,1.9,25.1
Jeff Teague,PG,32,BOS,34,5,18.1,2.3,5.5,.415,0.8,1.6,.464,1.5,3.9,.394,.484,1.5,1.8,.836,0.3,1.4,1.7,2.1,0.8,0.2,1.1,1.3,6.9
Garrett Temple,SG,34,CHI,36,12,27.8,3.1,7.3,.424,1.3,3.8,.336,1.8,3.5,.520,.511,0.9,1.1,.816,0.6,2.6,3.1,2.0,0.9,0.5,1.0,2.3,8.4
Tyrell Terry,PG,20,DAL,11,0,5.1,0.5,1.5,.313,0.0,0.6,.000,0.5,0.8,.556,.313,0.1,0.3,.333,0.0,0.5,0.5,0.5,0.5,0.0,0.2,0.2,1.0
Daniel Theis,C,28,BOS,42,37,24.5,3.8,6.9,.552,0.8,2.3,.347,3.0,4.6,.653,.609,1.1,1.6,.687,1.3,4.0,5.2,1.6,0.6,1.0,1.0,2.9,9.5
Brodric Thomas,SG,24,TOT,11,1,10.4,1.1,3.5,.316,0.5,1.8,.250,0.6,1.6,.389,.382,1.3,1.5,.824,0.2,0.8,1.0,1.1,0.5,0.5,0.5,0.9,3.9
Brodric Thomas,SG,24,HOU,4,0,6.0,0.5,1.8,.286,0.3,1.5,.167,0.3,0.3,1.000,.357,1.3,1.8,.714,0.3,0.8,1.0,1.0,0.3,0.3,1.0,1.3,2.5
Brodric Thomas,SG,24,CLE,7,1,12.9,1.4,4.4,.323,0.6,2.0,.286,0.9,2.4,.353,.387,1.3,1.4,.900,0.1,0.9,1.0,1.1,0.7,0.6,0.3,0.7,4.7
Matt Thomas,SG,26,TOT,27,0,7.4,0.9,2.4,.369,0.6,1.6,.395,0.3,0.8,.318,.500,0.2,0.3,.857,0.1,0.7,0.8,0.3,0.1,0.0,0.3,0.4,2.6
Matt Thomas,SG,26,TOR,26,0,7.4,0.9,2.4,.387,0.7,1.6,.415,0.3,0.8,.333,.524,0.2,0.3,.857,0.1,0.7,0.8,0.3,0.1,0.0,0.2,0.4,2.7
Tristan Thompson,PF,29,BOS,36,31,22.5,3.3,6.2,.534,0.0,0.1,.000,3.3,6.1,.541,.534,1.3,2.2,.600,3.1,5.3,8.4,1.0,0.4,0.4,1.0,2.1,7.9
Sindarius Thornwell,SG,26,NOP,14,1,5.2,0.5,1.5,.333,0.2,0.6,.333,0.3,0.9,.333,.405,0.0,0.1,.000,0.1,0.3,0.4,0.3,0.4,0.1,0.3,0.2,1.2
Matisse Thybulle,SG,23,PHI,43,5,19.0,1.4,3.5,.407,0.7,2.1,.304,0.8,1.3,.569,.500,0.2,0.3,.571,0.5,1.3,1.8,1.0,1.5,1.0,0.4,2.1,3.7
Killian Tillie,C,22,MEM,5,0,7.4,0.6,3.0,.200,0.4,1.8,.222,0.2,1.2,.167,.267,0.4,0.6,.667,0.6,0.6,1.2,0.2,0.4,0.6,0.2,1.0,2.0
Xavier Tillman Sr.,PF,22,MEM,33,7,18.8,2.7,5.2,.520,0.3,1.1,.270,2.4,4.1,.588,.549,0.6,0.9,.724,1.3,2.8,4.2,1.5,0.8,0.5,0.8,2.2,6.4
Obi Toppin,PF,22,NYK,36,0,11.8,1.7,3.5,.480,0.4,1.3,.292,1.3,2.2,.595,.535,0.3,0.4,.733,0.4,1.8,2.2,0.5,0.3,0.3,0.5,1.0,4.1
Juan Toscano-Anderson,SG,27,GSW,31,14,19.0,2.1,3.7,.557,0.7,1.5,.438,1.4,2.2,.642,.648,0.4,0.6,.722,0.6,3.5,4.1,2.3,0.7,0.5,1.0,2.0,5.2
Karl-Anthony Towns,C,25,MIN,26,26,33.6,8.4,17.1,.491,2.3,5.8,.400,6.1,11.3,.537,.559,4.8,5.5,.867,2.7,7.7,10.4,4.3,0.8,1.5,3.4,3.5,23.8
Gary Trent Jr.,SG,22,TOT,42,24,30.8,5.3,12.7,.413,2.9,7.4,.390,2.4,5.4,.444,.526,1.4,1.8,.773,0.5,1.7,2.2,1.4,0.9,0.1,0.7,1.5,14.8
Gary Trent Jr.,SG,22,POR,41,23,30.8,5.3,12.8,.414,3.0,7.4,.397,2.3,5.3,.438,.530,1.4,1.8,.773,0.5,1.7,2.2,1.4,0.9,0.1,0.8,1.5,15.0
